Insercao,NumeroInserido,Comp_BST,Comp_AVL
27702,14430,26,26
27703,24253,44,30
27704,9347,44,28
27705,2609,22,28
27706,1982,26,30
27707,18216,22,32
27708,1394,30,30
27709,2005,26,32
27710,12758,40,28
27711,17014,46,32
27712,19767,28,30
27713,31609,50,30
27714,420,44,30
27715,9617,38,30
27716,5171,42,32
27717,4618,40,30
27718,27540,46,30
27719,9297,36,30
27720,9525,32,30
27721,20229,36,30
27722,12611,38,28
27723,31206,30,32
27724,29911,38,28
27725,10866,40,32
27726,28778,46,32
27727,26879,38,32
27728,26743,32,30
27729,2371,28,32
27730,31964,36,32
27731,14193,32,30
27732,6729,40,32
27733,21615,44,32
27734,11591,44,28
27735,27405,46,30
27736,21969,38,32
27737,16694,48,32
27738,27199,36,32
27739,3902,40,30
27740,13179,32,28
27741,6808,32,32
27742,9231,42,30
27743,11608,52,32
27744,23809,36,28
27745,12260,46,32
27746,28596,46,30
27747,17459,36,30
27748,22310,36,30
27749,16207,38,30
27750,13990,42,32
27751,31699,38,30
27752,14916,28,28
27753,6369,48,30
27754,5317,42,32
27755,31300,28,32
27756,12208,52,30
27757,18043,42,28
27758,8684,54,32
27759,23726,42,30
27760,17671,32,28
27761,11668,38,28
27762,27024,44,30
27763,23665,44,32
27764,2743,32,32
27765,32169,24,30
27766,14842,32,28
27767,16001,40,32
27768,29195,44,30
27769,28430,48,32
27770,11277,44,28
27771,30273,46,26
27772,11140,30,32
27773,25147,40,30
27774,23485,24,32
27775,22152,44,30
27776,9668,36,30
27777,7689,44,28
27778,26797,38,30
27779,17922,26,30
27780,21985,48,30
27781,9141,38,32
27782,24386,46,32
27783,18607,44,30
27784,31868,30,32
27785,11926,62,30
27786,12477,36,30
27787,25707,44,32
27788,12946,46,32
27789,14845,36,28
27790,13022,48,30
27791,4570,38,32
27792,7604,54,32
27793,1405,30,30
27794,25510,44,32
27795,17189,24,30
27796,23026,44,32
27797,9515,30,30
27798,27196,38,32
27799,19037,40,32
27800,26988,44,32
27801,10252,38,32
27802,14227,30,28
27803,511,36,30
27804,16174,38,32
27805,5992,32,26
27806,8007,46,30
27807,5246,40,30
27808,29964,36,28
27809,11435,40,30
27810,23894,44,32
27811,32198,28,26
27812,11309,48,28
27813,6660,42,30
27814,17373,30,30
27815,23510,24,28
27816,63,42,30
27817,16518,34,30
27818,3161,24,30
27819,28327,46,32
27820,11129,30,28
27821,1041,26,26
27822,10748,40,30
27823,6231,46,32
27824,4309,44,32
27825,1947,28,28
27826,9636,40,34
27827,15577,32,30
27828,32267,34,28
27829,17440,38,30
27830,22533,46,30
27831,30178,44,30
27832,3171,30,32
27833,27907,40,28
27834,30520,56,32
27835,4487,36,34
27836,29768,42,30
27837,7028,48,28
27838,21711,40,30
27839,557,38,32
27840,22228,32,30
27841,20106,38,34
27842,19512,26,30
27843,14400,24,26
27844,3204,18,28
27845,14152,28,28
27846,5255,42,32
27847,24914,26,30
27848,28092,56,30
27849,27485,42,30
27850,3156,28,30
27851,12852,30,30
27852,21246,40,32
27853,15425,40,32
27854,12994,30,30
27855,10459,36,30
27856,31723,40,30
27857,9880,38,32
27858,12558,38,30
27859,32070,34,30
27860,2249,28,32
27861,29954,44,30
27862,22202,46,30
27863,23003,32,30
27864,14047,42,32
27865,26164,60,32
27866,31690,36,32
27867,4881,38,32
27868,20540,40,30
27869,15116,32,28
27870,23396,44,30
27871,9030,44,34
27872,19630,22,34
27873,2090,32,30
27874,19278,22,30
27875,15460,34,30
27876,8346,34,30
27877,18310,28,30
27878,25796,32,28
27879,16878,34,32
27880,920,30,30
27881,26079,50,30
27882,9115,30,30
27883,28055,44,32
27884,1238,38,30
27885,14249,34,28
27886,31150,32,34
27887,3685,32,34
27888,19928,32,30
27889,23929,42,30
27890,27197,40,32
27891,27470,40,30
27892,20857,28,28
27893,12725,42,30
27894,2443,34,28
27895,8050,36,32
27896,7194,40,30
27897,8152,46,32
27898,17122,32,30
27899,185,38,26
27900,26955,36,32
27901,29884,36,28
27902,18540,34,30
27903,3390,36,30
27904,19405,38,30
27905,32259,32,28
27906,14953,26,28
27907,10572,40,28
27908,7350,42,32
27909,12534,32,32
27910,25775,26,30
27911,26133,56,32
27912,7801,38,32
27913,21061,40,32
27914,4940,36,34
27915,7124,48,28
27916,21954,36,30
27917,23314,38,30
27918,26098,48,32
27919,721,38,30
27920,22651,28,32
27921,30021,44,28
27922,31598,44,30
27923,3856,36,32
27924,11871,52,30
27925,29904,32,28
27926,25872,46,30
27927,26362,50,28
27928,13062,38,28
27929,23116,46,28
27930,13950,34,30
27931,7014,46,30
27932,8787,40,30
27933,1785,38,28
27934,29901,30,28
27935,27676,48,30
27936,27986,36,28
27937,18008,40,28
27938,4330,36,32
27939,11058,42,30
27940,5798,50,32
27941,28250,40,32
27942,2279,26,30
27943,10189,30,30
27944,18669,34,28
27945,3620,44,32
27946,6060,50,30
27947,13928,44,32
27948,12658,34,30
27949,25124,38,30
27950,4422,28,32
27951,9669,38,32
27952,24131,36,30
27953,29491,52,28
27954,4003,42,30
27955,4989,28,36
27956,8399,44,30
27957,13295,42,30
27958,5280,46,32
27959,12501,44,30
27960,22287,38,30
27961,31612,52,32
27962,17620,24,28
27963,10311,38,30
27964,16162,34,30
27965,1385,28,30
27966,30206,52,32
27967,25260,38,26
27968,6299,42,28
27969,24659,40,30
27970,18639,38,30
27971,1158,34,28
27972,24687,48,32
27973,8548,42,28
27974,11743,50,28
27975,28051,54,32
27976,26463,56,30
27977,24709,38,28
27978,25247,40,30
27979,13643,30,28
27980,5244,34,32
27981,27153,32,28
27982,26608,50,30
27983,701,32,28
27984,31707,38,34
27985,31663,36,32
27986,23713,48,34
27987,30189,56,32
27988,14545,36,30
27989,8227,34,32
27990,13188,38,30
27991,20771,42,28
27992,19007,38,30
27993,29500,54,28
27994,407,32,28
27995,21392,34,32
27996,15919,32,32
27997,8122,48,32
27998,23767,44,34
27999,25000,34,32
28000,10188,32,32
28001,31615,48,32
28002,28728,36,30
28003,20931,32,30
28004,9551,42,32
28005,21316,32,32
28006,15120,34,26
28007,1230,38,30
28008,447,44,28
28009,33,34,30
28010,20235,36,30
28011,24712,38,28
28012,20905,36,32
28013,29309,42,32
28014,4786,46,32
28015,32565,26,32
28016,18622,28,26
28017,8812,40,32
28018,17876,32,30
28019,4338,40,30
28020,21910,36,28
28021,2913,30,28
28022,9273,36,30
28023,23764,46,32
28024,24026,38,30
28025,4680,40,34
28026,14938,26,28
28027,20278,46,32
28028,9220,38,28
28029,18637,38,28
28030,138,46,30
28031,29457,40,28
28032,17160,40,30
28033,2783,30,30
28034,1666,42,30
28035,28518,44,28
28036,27532,50,30
28037,21142,30,30
28038,30831,42,30
28039,25744,32,28
28040,25606,38,30
28041,21674,36,30
28042,27422,42,30
28043,23018,38,30
28044,30939,36,30
28045,2947,24,30
28046,28689,44,30
28047,11826,46,26
28048,29396,50,30
28049,9147,36,32
28050,16907,46,32
28051,3950,36,28
28052,21900,36,28
28053,9316,38,30
28054,5239,36,32
28055,6186,34,30
28056,20074,34,32
28057,31578,34,30
28058,69,40,28
28059,9040,46,32
28060,28847,32,30
28061,15196,36,28
28062,6966,34,28
28063,23785,38,32
28064,8752,42,30
28065,26640,30,28
28066,366,40,28
28067,19746,32,32
28068,31043,34,30
28069,29233,50,28
28070,13924,40,32
28071,23992,46,30
28072,16619,36,32
28073,21169,46,32
28074,25266,46,30
28075,27075,40,30
28076,30257,42,28
28077,25731,38,32
28078,23315,40,32
28079,29463,38,28
28080,6087,52,30
28081,17869,30,32
28082,3889,42,28
28083,31187,30,32
28084,1852,38,32
28085,24903,28,30
28086,16604,30,30
28087,28770,52,34
28088,20140,32,32
28089,25608,38,30
28090,14435,32,28
28091,31767,36,30
28092,29711,42,30
28093,16800,40,28
28094,8129,46,30
28095,27506,38,28
28096,16282,26,28
28097,4567,34,32
28098,8657,50,32
28099,1660,34,30
28100,27554,50,28
28101,19916,34,30
28102,8491,48,30
28103,11659,42,30
28104,30998,44,28
28105,6739,34,30
28106,19900,34,32
28107,25757,36,30
28108,24109,44,32
28109,28500,58,30
28110,3314,32,28
28111,28947,44,30
28112,15677,26,30
28113,10570,40,28
28114,16246,34,30
28115,22905,44,32
28116,28105,60,30
28117,22545,42,32
28118,11906,52,28
28119,6270,46,30
28120,22664,38,32
28121,4741,44,30
28122,7639,46,32
28123,6194,34,30
28124,11238,28,26
28125,10271,32,32
28126,22248,46,28
28127,12403,40,28
28128,26861,34,32
28129,5552,34,30
28130,12408,42,30
28131,18546,38,30
28132,25631,32,30
28133,10781,42,30
28134,20836,38,30
28135,6931,44,30
28136,31045,34,30
28137,3010,40,28
28138,27057,32,28
28139,31234,26,32
28140,31374,26,30
28141,1900,42,30
28142,5843,44,28
28143,15961,32,32
28144,10989,32,32
28145,13099,40,30
28146,28046,54,30
28147,8170,46,28
28148,32263,28,30
28149,25270,48,30
28150,28950,42,30
28151,4254,50,30
28152,27367,42,30
28153,8504,48,28
28154,11484,42,30
28155,24198,36,30
28156,10794,42,30
28157,16461,36,32
28158,14501,28,30
28159,24544,42,30
28160,26512,40,30
28161,26934,40,32
28162,13605,26,26
28163,10853,38,32
28164,28469,34,32
28165,7633,46,32
28166,12672,48,32
28167,4640,46,30
28168,10337,52,30
28169,23936,34,30
28170,2875,22,28
28171,23788,38,32
28172,26866,38,30
28173,3467,42,32
28174,30036,42,26
28175,15581,30,30
28176,15213,36,28
28177,22183,54,30
28178,32109,24,30
28179,3821,20,30
28180,6554,38,30
28181,6260,48,30
28182,2273,30,30
28183,11778,64,26
28184,27097,32,30
28185,7485,42,32
28186,32296,34,28
28187,22914,46,30
28188,4253,52,32
28189,17761,32,30
28190,24037,36,30
28191,20484,42,30
28192,23165,44,34
28193,23906,48,28
28194,1362,30,30
28195,26268,44,28
28196,22848,44,32
28197,32566,28,32
28198,26190,46,28
28199,18131,40,30
28200,6381,54,32
28201,18430,28,28
28202,24466,52,32
28203,20772,44,30
28204,21959,36,32
28205,6259,50,32
28206,15983,38,32
28207,7550,58,30
28208,25385,38,30
28209,3340,36,30
28210,27452,48,30
28211,13269,40,26
28212,2826,34,28
28213,641,30,30
28214,17402,34,30
28215,3698,42,34
28216,32750,18,30
28217,6480,42,30
28218,21336,30,32
28219,30960,40,28
28220,9305,34,30
28221,27273,52,32
28222,30511,50,32
28223,8470,46,30
28224,15920,34,34
28225,30435,50,30
28226,21901,38,30
28227,1386,30,30
28228,28569,42,32
28229,800,30,28
28230,24775,24,28
28231,21342,32,30
28232,15171,20,28
28233,28099,50,28
28234,27232,46,32
28235,17327,38,30
28236,22114,32,32
28237,21175,40,32
28238,13096,38,28
28239,31075,34,26
28240,27830,64,32
28241,8811,42,34
28242,7291,46,32
28243,18689,28,28
28244,18097,30,28
28245,10846,38,32
28246,12925,32,28
28247,28739,38,32
28248,23158,44,32
28249,19144,34,30
28250,2041,26,30
28251,7391,40,32
28252,1769,38,28
28253,1898,42,30
28254,30693,34,32
28255,6388,48,30
28256,17406,34,28
28257,20527,40,30
28258,28276,46,30
28259,9008,40,28
28260,5535,38,30
28261,572,40,30
28262,13267,42,28
28263,10562,44,32
28264,19056,36,30
28265,16383,36,30
28266,14643,24,28
28267,3,30,28
28268,1241,38,28
28269,25582,32,30
28270,9357,46,30
28271,1350,20,30
28272,9622,48,32
28273,1955,26,26
28274,27510,36,28
28275,6148,44,30
28276,7025,50,26
28277,13812,32,32
28278,23272,44,30
28279,30770,46,30
28280,5877,38,30
28281,28282,50,32
28282,15396,24,30
28283,4737,46,32
28284,30335,52,28
28285,10454,32,28
28286,3539,48,32
28287,31345,36,32
28288,4948,32,32
28289,25952,52,30
28290,22270,52,30
28291,10041,38,30
28292,8534,42,28
28293,7761,52,34
28294,21798,30,28
28295,2576,32,28
28296,21100,34,30
28297,4331,38,34
28298,3013,42,30
28299,27113,44,28
28300,8834,44,32
28301,18177,30,30
28302,16613,32,30
28303,20988,32,28
28304,16946,42,32
28305,2201,44,30
28306,13080,36,28
28307,17893,36,32
28308,6121,40,30
28309,19417,34,32
28310,24305,30,32
28311,9447,36,34
28312,11478,44,30
28313,529,34,30
28314,31703,36,32
28315,10207,40,28
28316,25899,46,30
28317,3199,26,32
28318,28280,52,34
28319,17263,34,30
28320,19314,32,28
28321,22115,34,32
28322,10360,54,34
28323,4269,44,32
28324,30316,54,28
28325,29514,48,26
28326,23394,46,32
28327,31896,34,32
28328,5616,28,30
28329,4382,32,32
28330,10537,40,30
28331,21685,36,30
28332,23657,42,32
28333,8779,44,32
28334,16822,42,32
28335,4174,50,32
28336,29688,46,28
28337,19426,36,30
28338,8359,40,30
28339,20571,32,32
28340,11201,32,30
28341,25668,44,32
28342,25566,38,30
28343,28835,40,32
28344,17820,30,28
28345,11065,38,30
28346,27530,52,30
28347,12186,54,30
28348,21000,30,30
28349,14861,30,26
28350,25389,38,30
28351,24332,36,34
28352,7362,28,32
28353,29818,40,30
28354,10471,30,30
28355,22261,42,30
28356,20610,30,30
28357,19025,42,30
28358,30343,50,30
28359,23413,36,32
28360,11451,38,30
28361,14762,34,28
28362,17055,38,30
28363,16757,48,30
28364,8832,46,32
28365,8582,40,30
28366,3813,26,32
28367,4005,38,30
28368,24733,36,30
28369,8694,46,30
28370,4164,52,32
28371,26619,40,28
28372,3578,42,32
28373,17727,32,28
28374,2364,32,30
28375,2289,36,32
28376,7329,38,32
28377,12864,34,32
28378,22292,36,30
28379,5585,34,32
28380,8911,44,34
28381,8402,46,32
28382,30514,56,32
28383,10626,42,28
28384,12095,42,30
28385,26841,46,30
28386,9488,44,32
28387,24846,40,30
28388,1540,40,30
28389,27255,48,30
28390,11642,52,30
28391,2898,20,28
28392,12659,36,30
28393,28717,50,32
28394,5400,38,32
28395,29870,38,28
28396,7175,52,32
28397,31310,20,32
28398,2158,38,30
28399,26290,40,26
28400,7200,46,32
28401,32534,32,30
28402,12142,48,32
28403,31425,20,32
28404,25304,40,30
28405,19868,36,32
28406,22189,52,30
28407,6436,42,26
28408,21449,34,34
28409,13207,32,28
28410,8198,44,30
28411,18509,42,30
28412,12836,34,32
28413,15740,36,32
28414,28302,54,30
28415,14405,32,28
28416,29806,44,32
28417,25917,50,30
28418,5495,46,32
28419,19548,32,30
28420,17377,38,30
28421,12701,44,28
28422,815,26,28
28423,20412,40,32
28424,1252,28,26
28425,27411,34,28
28426,5036,40,30
28427,28281,54,34
28428,5783,44,30
28429,25986,46,30
28430,27566,50,28
28431,2153,34,30
28432,23491,24,30
28433,29374,46,32
28434,4723,44,32
28435,3288,38,30
28436,21499,36,30
28437,9786,46,34
28438,29305,40,30
28439,10125,32,28
28440,30848,40,28
28441,24624,34,28
28442,30264,40,26
28443,26462,58,32
28444,16295,46,32
28445,24501,48,34
28446,10053,38,30
28447,22975,46,32
28448,16158,40,30
28449,20394,46,32
28450,26193,46,28
28451,13387,30,24
28452,16956,42,30
28453,16031,40,28
28454,9052,40,32
28455,17913,30,32
28456,17465,34,30
28457,19911,38,32
28458,32306,42,30
28459,14432,32,26
28460,18655,34,30
28461,781,40,30
28462,8749,46,30
28463,17455,42,30
28464,24711,40,30
28465,21498,38,32
28466,23649,40,32
28467,24322,32,32
28468,16483,38,32
28469,31240,22,32
28470,6227,38,32
28471,17049,34,28
28472,24357,30,30
28473,14626,38,30
28474,6400,50,28
28475,9093,46,34
28476,18537,32,30
28477,24439,42,30
28478,28974,32,30
28479,30033,44,26
28480,22203,48,32
28481,31721,42,32
28482,15865,36,30
28483,23408,40,32
28484,26397,56,30
28485,8147,46,32
28486,29917,40,26
28487,6952,42,32
28488,23994,46,30
28489,21208,42,32
28490,24618,44,28
28491,13071,42,28
28492,28567,42,32
28493,32757,24,28
28494,11417,44,30
28495,29272,38,30
28496,15080,26,28
28497,23712,50,34
28498,3380,38,32
28499,12275,40,30
28500,2568,30,28
28501,27283,52,30
28502,16157,42,30
28503,9056,38,34
28504,19450,26,30
28505,24755,28,30
28506,22192,54,30
28507,4270,46,32
28508,12468,42,30
28509,8225,32,30
28510,4028,34,30
28511,9310,40,32
28512,7994,44,30
28513,22688,46,32
28514,31416,30,32
28515,5429,30,32
28516,15820,30,30
28517,23238,48,32
28518,3906,40,30
28519,3217,28,30
28520,4603,50,32
28521,3583,46,32
28522,13736,26,28
28523,4532,38,32
28524,25930,48,32
28525,27486,44,30
28526,32332,32,28
28527,6144,48,32
28528,9266,28,30
28529,2799,32,30
28530,21531,46,34
28531,10350,42,34
28532,1324,38,30
28533,31905,32,30
28534,8068,40,28
28535,27463,44,30
28536,21504,42,30
28537,26597,40,30
28538,19069,30,30
28539,17879,30,30
28540,16720,40,30
28541,28651,50,32
28542,6754,38,32
28543,12804,38,30
28544,19003,40,30
28545,29813,38,30
28546,72,42,30
28547,20947,26,28
28548,24868,36,30
28549,2676,30,30
28550,17434,42,30
28551,1180,28,26
28552,27050,38,30
28553,17237,38,32
28554,19513,28,32
28555,25276,38,28
28556,28331,44,30
28557,31566,50,32
28558,1770,40,28
28559,9303,36,32
28560,2816,26,30
28561,24953,40,32
28562,21896,36,28
28563,3598,48,32
28564,1033,38,28
28565,21820,44,32
28566,2738,16,30
28567,1944,26,28
28568,31987,36,32
28569,20542,40,30
28570,27965,50,30
28571,20002,34,30
28572,7242,42,32
28573,2864,28,28
28574,21526,48,32
28575,24427,44,32
28576,19058,36,30
28577,441,40,28
28578,26544,46,30
28579,8883,32,32
28580,31647,40,34
28581,13586,38,30
28582,12312,34,28
28583,12226,44,32
28584,16671,42,30
28585,25064,28,30
28586,29887,38,28
28587,8409,46,32
28588,13787,34,32
28589,4163,54,32
28590,30484,34,32
28591,20745,34,34
28592,32377,42,30
28593,25121,42,28
28594,26968,32,32
28595,26122,52,32
28596,267,38,28
28597,2383,34,30
28598,9554,40,32
28599,14655,24,30
28600,4552,34,32
28601,2650,28,30
28602,13857,46,30
28603,2838,32,28
28604,7957,40,32
28605,16864,42,30
28606,24381,50,34
28607,12853,32,32
28608,26894,54,34
28609,741,32,28
28610,28667,48,30
28611,17793,38,28
28612,4391,30,30
28613,23110,48,32
28614,30780,34,30
28615,5838,48,30
28616,16460,38,34
28617,18924,30,32
28618,10662,34,32
28619,10408,40,32
28620,5529,38,32
28621,4316,42,34
28622,8655,46,30
28623,6700,38,28
28624,1508,34,34
28625,16339,48,30
28626,29395,52,30
28627,16133,34,28
28628,8048,38,30
28629,20476,40,30
28630,21351,32,32
28631,14994,30,28
28632,11775,58,28
28633,2551,40,30
28634,6237,42,28
28635,8513,46,28
28636,316,30,28
28637,4202,40,32
28638,24368,44,32
28639,14770,34,28
28640,23949,42,30
28641,4239,40,30
28642,28389,46,30
28643,17030,42,28
28644,2262,38,30
28645,27738,38,30
28646,4507,38,32
28647,2675,32,30
28648,11269,38,28
28649,12581,40,30
28650,17378,40,32
28651,25671,42,32
28652,9377,38,30
28653,24593,38,32
28654,13810,32,32
28655,11326,44,30
28656,21507,44,30
28657,32284,40,28
28658,24974,34,30
28659,22215,36,30
28660,4758,46,34
28661,22556,42,30
28662,10657,20,28
28663,18558,34,32
28664,1076,28,28
28665,4141,50,30
28666,28465,44,32
28667,20986,32,30
28668,25246,42,30
28669,6562,56,32
28670,16095,36,30
28671,10422,38,34
28672,22731,42,32
28673,16514,44,30
28674,26709,38,28
28675,14604,24,28
28676,32250,26,28
28677,17507,26,32
28678,1333,30,28
28679,22480,38,30
28680,21158,38,30
28681,7255,42,30
28682,4840,36,34
28683,8438,40,32
28684,22414,42,28
28685,2810,32,30
28686,3250,28,30
28687,20181,40,32
28688,11840,46,30
28689,15353,24,28
28690,2569,32,30
28691,24444,38,28
28692,27801,46,28
28693,25320,44,28
28694,595,38,32
28695,30503,48,28
28696,29295,44,30
28697,16802,42,30
28698,30585,46,30
28699,30883,32,30
28700,20444,42,30
28701,9574,40,32
28702,16847,32,32
28703,25709,42,30
28704,6856,34,32
28705,3677,34,34
28706,24249,42,30
28707,3998,38,30
28708,5461,36,30
28709,14491,26,30
28710,7114,38,32
28711,14912,24,28
28712,16810,38,30
28713,20353,38,28
28714,1173,28,26
28715,17767,34,30
28716,4900,38,32
28717,27529,54,30
28718,4943,36,32
28719,9361,44,30
28720,5606,38,32
28721,14248,36,30
28722,30417,56,30
28723,7127,50,30
28724,19302,30,32
28725,2687,30,32
28726,4115,46,28
28727,3971,40,30
28728,31734,38,30
28729,32391,38,26
28730,15306,36,30
28731,6185,36,32
28732,25674,38,32
28733,28106,62,32
28734,4497,28,30
28735,17758,36,30
28736,21964,38,32
28737,1773,34,26
28738,10231,40,30
28739,170,36,30
28740,105,36,28
28741,13005,34,30
28742,20529,44,32
28743,1533,36,30
28744,28607,46,28
28745,12644,34,30
28746,30288,38,26
28747,1648,38,32
28748,30502,50,30
28749,16257,38,32
28750,10140,32,32
28751,4883,40,34
28752,5216,38,34
28753,7389,40,32
28754,2352,30,30
28755,1974,22,30
28756,15154,24,28
28757,6501,42,30
28758,29572,48,28
28759,23145,44,32
28760,16918,40,30
28761,13331,36,32
28762,29451,50,30
28763,6883,42,30
28764,356,46,30
28765,1692,38,28
28766,12972,32,28
28767,11119,32,32
28768,3884,40,30
28769,8898,42,32
28770,341,32,28
28771,16078,42,28
28772,19725,38,32
28773,16071,40,28
28774,7865,42,34
28775,31243,24,32
28776,15510,36,28
28777,2031,28,30
28778,11233,32,28
28779,7486,44,34
28780,1195,32,28
28781,32346,32,30
28782,4134,48,32
28783,8993,42,32
28784,17473,42,32
28785,24283,42,28
28786,10538,42,30
28787,24484,44,28
28788,12192,58,32
28789,2010,28,28
28790,9875,40,32
28791,20338,34,28
28792,6541,34,32
28793,23388,40,32
28794,26316,50,30
28795,26702,38,28
28796,26259,46,28
28797,11793,48,28
28798,23321,50,30
28799,11237,30,28
28800,3722,38,34
28801,27265,52,30
28802,17861,34,30
28803,5228,38,34
28804,3164,26,30
28805,19485,32,32
28806,19810,22,32
28807,9464,38,32
28808,17577,30,30
28809,31413,32,32
28810,22418,48,30
28811,7397,36,30
28812,15627,24,30
28813,17023,48,32
28814,25205,40,30
28815,6244,38,30
28816,12181,56,30
28817,3432,32,32
28818,3964,46,32
28819,16856,44,32
28820,9002,40,28
28821,22581,36,30
28822,12247,38,30
28823,28619,46,28
28824,24583,40,30
28825,16121,34,28
28826,1819,36,30
28827,25096,38,26
28828,27844,48,28
28829,112,28,30
28830,20557,30,32
28831,31283,36,32
28832,15052,30,32
28833,611,36,30
28834,29879,42,28
28835,18279,32,32
28836,1626,48,30
28837,8246,46,32
28838,24456,38,32
28839,8319,26,28
28840,19136,28,32
28841,1278,30,32
28842,3974,42,30
28843,1448,30,30
28844,13356,30,28
28845,21339,28,32
28846,12803,40,32
28847,14049,40,30
28848,14761,36,28
28849,4672,38,32
28850,26335,42,30
28851,14247,38,30
28852,21538,40,32
28853,32741,30,30
28854,6511,40,30
28855,6184,38,32
28856,11320,42,30
28857,5924,44,32
28858,4339,42,32
28859,18388,32,32
28860,13835,40,30
28861,28125,52,28
28862,27933,46,28
28863,26723,28,28
28864,1039,32,28
28865,32552,28,30
28866,7058,46,30
28867,10822,38,28
28868,12134,44,26
28869,5665,42,28
28870,29655,40,30
28871,25049,36,28
28872,16377,34,32
28873,7059,48,32
28874,3509,44,30
28875,27531,54,30
28876,22436,38,30
28877,1791,36,28
28878,5933,44,32
28879,30370,46,30
28880,15657,36,30
28881,3957,38,30
28882,6549,38,30
28883,20897,36,30
28884,16859,44,32
28885,28852,36,28
28886,19652,28,32
28887,26416,46,30
28888,5277,44,32
28889,30027,42,28
28890,2040,28,32
28891,7309,42,34
28892,2434,38,28
28893,6263,48,32
28894,11679,48,26
28895,23103,52,32
28896,18772,40,32
28897,24520,46,30
28898,13641,30,26
28899,17608,24,32
28900,6529,44,30
28901,13834,42,30
28902,28192,42,26
28903,28850,38,30
28904,14268,24,28
28905,17051,36,30
28906,30595,44,32
28907,21570,40,34
28908,12748,42,30
28909,6389,50,32
28910,10966,32,32
28911,25587,34,30
28912,5952,52,30
28913,13452,40,26
28914,15572,26,30
28915,13529,34,26
28916,15424,42,32
28917,10700,34,32
28918,8083,44,30
28919,31534,40,32
28920,14007,30,30
28921,19505,32,32
28922,11865,58,28
28923,16255,40,32
28924,14837,36,26
28925,22217,38,32
28926,24447,38,30
28927,9074,28,30
28928,30444,58,32
28929,10501,36,30
28930,27287,48,30
28931,28540,34,30
28932,6724,38,30
28933,23698,48,32
28934,4077,38,30
28935,29498,52,28
28936,25594,38,30
28937,31489,38,32
28938,31685,32,34
28939,13473,36,28
28940,2036,26,28
28941,9528,26,28
28942,28315,46,32
28943,21029,40,30
28944,7884,44,30
28945,5108,40,32
28946,9755,40,34
28947,18367,26,32
28948,11,32,28
28949,30660,48,32
28950,7577,56,32
28951,17394,36,30
28952,29569,50,30
28953,29334,32,30
28954,155,42,28
28955,3529,46,30
28956,1256,26,26
28957,4520,34,32
28958,19955,42,32
28959,15879,38,32
28960,25357,50,32
28961,23362,44,30
28962,22730,44,34
28963,1971,28,28
28964,3297,42,30
28965,31055,38,28
28966,6134,46,30
28967,27774,34,28
28968,26822,48,32
28969,27708,38,30
28970,14325,20,28
28971,5632,36,30
28972,1500,40,30
28973,5177,40,32
28974,21322,30,30
28975,757,38,28
28976,24768,26,30
28977,32423,36,30
28978,17453,38,30
28979,15126,26,26
28980,17159,42,30
28981,6634,42,30
28982,5538,38,30
28983,27962,46,28
28984,30839,34,28
28985,3351,36,34
28986,20504,44,30
28987,17161,42,30
28988,8309,36,32
28989,31649,40,32
28990,8174,48,30
28991,30737,42,30
28992,16277,32,30
28993,9556,42,30
28994,13654,50,28
28995,23808,38,32
28996,14169,36,28
28997,7696,48,28
28998,556,40,32
28999,23880,38,30
29000,9175,44,26
29001,28750,42,34
29002,8578,42,32
29003,6822,38,32
29004,27418,44,32
29005,19331,28,32
29006,22062,38,28
29007,3833,30,30
29008,16096,38,32
29009,10870,38,32
29010,25169,44,30
29011,26439,50,30
29012,7931,38,34
29013,26912,44,32
29014,14721,32,26
29015,27798,42,26
29016,11527,52,30
29017,29678,52,30
29018,12136,44,26
29019,5741,32,32
29020,8628,40,30
29021,3607,46,32
29022,12434,40,30
29023,27760,36,32
29024,6668,40,28
29025,24662,40,30
29026,31029,30,26
29027,10653,34,32
29028,22821,50,32
29029,17117,44,30
29030,15411,24,30
29031,12475,38,32
29032,6536,34,30
29033,25429,40,28
29034,10020,40,30
29035,11011,28,32
29036,8294,42,30
29037,21888,32,28
29038,4846,38,34
29039,30354,50,28
29040,23664,46,34
29041,24926,26,32
29042,26911,46,32
29043,19776,32,32
29044,3099,30,28
29045,6502,44,30
29046,24766,26,28
29047,26453,60,32
29048,30471,52,32
29049,21021,38,30
29050,748,32,28
29051,26675,34,30
29052,24186,36,30
29053,16166,40,30
29054,16253,40,30
29055,29876,38,26
29056,26823,50,32
29057,23521,32,30
29058,12631,38,30
29059,2425,40,30
29060,3266,28,32
29061,6316,44,30
29062,17184,30,28
29063,16074,40,28
29064,9055,40,34
29065,29714,42,28
29066,8360,42,32
29067,7897,38,32
29068,11785,64,28
29069,27551,54,28
29070,14805,32,28
29071,562,36,32
29072,12573,36,32
29073,20292,44,30
29074,20471,46,32
29075,31455,48,30
29076,2034,26,28
29077,1622,40,30
29078,13076,30,30
29079,23094,46,34
29080,18987,32,28
29081,10144,32,32
29082,16072,42,28
29083,25255,34,28
29084,31400,30,30
29085,12879,34,30
29086,19185,30,30
29087,7368,38,32
29088,29855,32,26
29089,24149,30,30
29090,9912,36,30
29091,4977,28,32
29092,16289,44,30
29093,13503,26,26
29094,15947,30,30
29095,32564,28,34
29096,25182,44,28
29097,17202,36,30
29098,18939,46,30
29099,10239,30,30
29100,25962,50,30
29101,24192,36,30
29102,30239,48,30
